nombre,nif,tipo,n_concesiones,importe_total_eur,ultima_concesion,territorio,ultima_convocatoria,temas
"FUNDACIÓN PROLIBERTAS","G92251644","Asociación/Fundación","2","12000","2026-04-27","CÓRDOBA","BASES REGULADORAS Y CONVOCATORIA DE SUBVENCIONES, EN RÉGIMEN","voluntariado"
"ARIADNA ONG","G14113112","Asociación/Fundación","2","12000","2026-04-27","CÓRDOBA","BASES REGULADORAS Y CONVOCATORIA DE SUBVENCIONES, EN RÉGIMEN","voluntariado"
"ASOCIACIÓN ANYME","G14766620","Asociación/Fundación","2","12000","2026-04-27","CÓRDOBA","BASES REGULADORAS Y CONVOCATORIA DE SUBVENCIONES, EN RÉGIMEN","voluntariado"
"PLATAFORMA DEL VOLUNTARIADO DE CÓRDOBA","G14527667","Asociación/Fundación","2","12000","2026-04-27","CÓRDOBA","BASES REGULADORAS Y CONVOCATORIA DE SUBVENCIONES, EN RÉGIMEN","voluntariado"
"ASOC. CORDOBESA DE JUGADORES EN REHABILITACIÓN (ACOJER)","G14117014","Asociación/Fundación","2","12000","2026-04-27","CÓRDOBA","BASES REGULADORAS Y CONVOCATORIA DE SUBVENCIONES, EN RÉGIMEN","voluntariado"
"ASOC. RED XXI","G14698104","Asociación/Fundación","2","12000","2026-04-27","CÓRDOBA","BASES REGULADORAS Y CONVOCATORIA DE SUBVENCIONES, EN RÉGIMEN","voluntariado"
"ASOC. HOGAR MARIPOSAS","G56071624","Asociación/Fundación","2","12000","2026-04-27","CÓRDOBA","BASES REGULADORAS Y CONVOCATORIA DE SUBVENCIONES, EN RÉGIMEN","voluntariado"
"ASOCIACIÓN PARA LA ALFABETIZACIÓN DIGITAL DE PERSONAS MAYORES DE SESENTA AÑOS","G05466347","Asociación/Fundación","2","12000","2026-04-27","CÓRDOBA","BASES REGULADORAS Y CONVOCATORIA DE SUBVENCIONES, EN RÉGIMEN","voluntariado"
"ALDEAS INFANTILES GALICIA DE VIGO","G36639896","Asociación/Fundación","1","140500","2026-04-27","CANTABRIA","Decreto 27/2026, de 23 de abril, por el que se conceden de f","tercer sector"
"ASOC PLATAFORMA DE LAS ASOCIACIONES GITANAS DE CAN","G39504691","Asociación/Fundación","1","60000","2026-04-27","CANTABRIA","Decreto 28/2026, de 23 de abril, por el que se conceden de f","tercer sector"
"ASOCIACION HOGARES NUEVO FUTURO","G28309862","Asociación/Fundación","1","59000","2026-04-27","CANTABRIA","Decreto 28/2026, de 23 de abril, por el que se conceden de f","tercer sector"
"ASOC CANTABRIA ACOGE","G39321690","Asociación/Fundación","1","40000","2026-04-27","CANTABRIA","Decreto 28/2026, de 23 de abril, por el que se conceden de f","tercer sector"
"CONFRATERNIDAD CARCELARIA DE ESPAÑA (CONCAES)","G79933537","Asociación/Fundación","1","6000","2026-04-27","CÓRDOBA","BASES REGULADORAS Y CONVOCATORIA DE SUBVENCIONES, EN RÉGIMEN","voluntariado"
"ASOC. PENIEL DE REHABILITACIÓN Y FORMACIÓN SOCIAL APERFOSA","G14105175","Asociación/Fundación","1","6000","2026-04-27","CÓRDOBA","BASES REGULADORAS Y CONVOCATORIA DE SUBVENCIONES, EN RÉGIMEN","voluntariado"
"ASOC PRO DERECHOS HUMANOS DE ANDALUCÍA","G41502535","Asociación/Fundación","1","6000","2026-04-27","CÓRDOBA","BASES REGULADORAS Y CONVOCATORIA DE SUBVENCIONES, EN RÉGIMEN","voluntariado"
"ANFANE (ASOCIACIÓN DE FAMILIAS NECESITADAS).","G56028491","Asociación/Fundación","1","6000","2026-04-27","CÓRDOBA","BASES REGULADORAS Y CONVOCATORIA DE SUBVENCIONES, EN RÉGIMEN","voluntariado"
"CARITAS DIOCESANA DE CÓRDOBA","R1400747J","Entidad religiosa/social","1","6000","2026-04-27","CÓRDOBA","BASES REGULADORAS Y CONVOCATORIA DE SUBVENCIONES, EN RÉGIMEN","voluntariado"
"ASOC. CULTIVA INCLUSIÓN","G75488189","Asociación/Fundación","1","6000","2026-04-27","CÓRDOBA","BASES REGULADORAS Y CONVOCATORIA DE SUBVENCIONES, EN RÉGIMEN","voluntariado"
"ASOCIACIÓN HISPANO RUMANA DE CÓRDOBA TRAIAN","G14784243","Asociación/Fundación","1","6000","2026-04-27","CÓRDOBA","BASES REGULADORAS Y CONVOCATORIA DE SUBVENCIONES, EN RÉGIMEN","voluntariado"
"ASOCIACIÓN ACOLU APOYO A LA CONVIVENCIA CON EL LUPUS EN CÓRDOBA","G14998801","Asociación/Fundación","1","6000","2026-04-27","CÓRDOBA","BASES REGULADORAS Y CONVOCATORIA DE SUBVENCIONES, EN RÉGIMEN","voluntariado"
"FUNDACIÓN EMET ARCOIRIS","G14729248","Asociación/Fundación","1","6000","2026-04-27","CÓRDOBA","BASES REGULADORAS Y CONVOCATORIA DE SUBVENCIONES, EN RÉGIMEN","voluntariado"
"METALCORDOBA","G02922458","Asociación/Fundación","1","6000","2026-04-27","CÓRDOBA","BASES REGULADORAS Y CONVOCATORIA DE SUBVENCIONES, EN RÉGIMEN","voluntariado"
"ASOCIACIÓN MOJO DE CAÑA","G35673342","Asociación/Fundación","1","6000","2026-04-27","CÓRDOBA","BASES REGULADORAS Y CONVOCATORIA DE SUBVENCIONES, EN RÉGIMEN","voluntariado"
"FUNDACIÓN MUJERES","G80974702","Asociación/Fundación","1","6000","2026-04-27","CÓRDOBA","BASES REGULADORAS Y CONVOCATORIA DE SUBVENCIONES, EN RÉGIMEN","voluntariado"
"ASOCIACIÓN IEMAKAIE","G14528731","Asociación/Fundación","1","6000","2026-04-27","CÓRDOBA","BASES REGULADORAS Y CONVOCATORIA DE SUBVENCIONES, EN RÉGIMEN","voluntariado"
"ASOCIACIÓN NIÑOS DUCHENNE-BECKER Y OTRAS MIOPATÍAS","G56074859","Asociación/Fundación","1","6000","2026-04-27","CÓRDOBA","BASES REGULADORAS Y CONVOCATORIA DE SUBVENCIONES, EN RÉGIMEN","voluntariado"
"ACIRAD","G14957088","Asociación/Fundación","1","6000","2026-04-27","CÓRDOBA","BASES REGULADORAS Y CONVOCATORIA DE SUBVENCIONES, EN RÉGIMEN","voluntariado"
"FUNLABOR","G14880124","Asociación/Fundación","1","6000","2026-04-27","CÓRDOBA","BASES REGULADORAS Y CONVOCATORIA DE SUBVENCIONES, EN RÉGIMEN","voluntariado"
"ASOC. CORDOBESA DE ESCLEROSIS MÚLTIPLE","G14445407","Asociación/Fundación","1","6000","2026-04-27","CÓRDOBA","BASES REGULADORAS Y CONVOCATORIA DE SUBVENCIONES, EN RÉGIMEN","voluntariado"
"ASOCIACIÓN SEMBRANDO ESPERANZA DESDE CÓRDOBA","G14613376","Asociación/Fundación","1","6000","2026-04-27","CÓRDOBA","BASES REGULADORAS Y CONVOCATORIA DE SUBVENCIONES, EN RÉGIMEN","voluntariado"
"ASOCIACIÓN CORDOBESA DE PACIENTES ANTIGOAGULADOS","G14698567","Asociación/Fundación","1","6000","2026-04-27","CÓRDOBA","BASES REGULADORAS Y CONVOCATORIA DE SUBVENCIONES, EN RÉGIMEN","voluntariado"
"ASOCIACIÓN CORDOBESA DE ATAXIAS (ACODA)","G14597959","Asociación/Fundación","1","6000","2026-04-27","CÓRDOBA","BASES REGULADORAS Y CONVOCATORIA DE SUBVENCIONES, EN RÉGIMEN","voluntariado"
"ASOC. DE PERSONAS CON LESIÓN MEDULAR Y OTRAS DISCAPACIDADES FÍSICAS ASPAYM","G14851216","Asociación/Fundación","1","6000","2026-04-27","CÓRDOBA","BASES REGULADORAS Y CONVOCATORIA DE SUBVENCIONES, EN RÉGIMEN","voluntariado"
"ASOCIACIÓN UNO A UNO","G56068208","Asociación/Fundación","1","6000","2026-04-27","CÓRDOBA","BASES REGULADORAS Y CONVOCATORIA DE SUBVENCIONES, EN RÉGIMEN","voluntariado"
"ASOC TODES TRANSFORMANDO - T T","G56062169","Asociación/Fundación","1","6000","2026-04-27","CÓRDOBA","BASES REGULADORAS Y CONVOCATORIA DE SUBVENCIONES, EN RÉGIMEN","voluntariado"
"AGRUPACIÓN DE HERMANDADES Y COFRADÍAS DE CÓRDOBA","R1400054A","Entidad religiosa/social","1","6000","2026-04-27","CÓRDOBA","BASES REGULADORAS Y CONVOCATORIA DE SUBVENCIONES, EN RÉGIMEN","voluntariado"
"ASOC. ESTRELLA AZAHARA","G14812523","Asociación/Fundación","1","6000","2026-04-27","CÓRDOBA","BASES REGULADORAS Y CONVOCATORIA DE SUBVENCIONES, EN RÉGIMEN","voluntariado"
"FEDERACIÓN CRAER","G56034432","Asociación/Fundación","1","6000","2026-04-27","CÓRDOBA","BASES REGULADORAS Y CONVOCATORIA DE SUBVENCIONES, EN RÉGIMEN","voluntariado"
"ASOCIACIÓN LUDOPATAS ASOCIADOS REHABILITADOS - LAR","G14384473","Asociación/Fundación","1","6000","2026-04-27","CÓRDOBA","BASES REGULADORAS Y CONVOCATORIA DE SUBVENCIONES, EN RÉGIMEN","voluntariado"
"ASOCIACIÓN DE COMERCIANTES AUTÓNOMOS AMBULANTES DE CÓRDOBA COMACOR","G14991103","Asociación/Fundación","1","6000","2026-04-27","CÓRDOBA","BASES REGULADORAS Y CONVOCATORIA DE SUBVENCIONES, EN RÉGIMEN","voluntariado"
"FUNDACIÓN HOSPITALARIA DE LA ORDEN DE MALTA EN ESPAÑA","G78135498","Asociación/Fundación","1","6000","2026-04-27","CÓRDOBA","BASES REGULADORAS Y CONVOCATORIA DE SUBVENCIONES, EN RÉGIMEN","voluntariado"
"COMUNIDAD ADORATRICES CÓRDOBA","R1400177J","Entidad religiosa/social","1","6000","2026-04-27","CÓRDOBA","BASES REGULADORAS Y CONVOCATORIA DE SUBVENCIONES, EN RÉGIMEN","voluntariado"
"ASOC. SÍNDROME DE DOWN CÓRDOBA","G14202238","Asociación/Fundación","1","6000","2026-04-27","CÓRDOBA","BASES REGULADORAS Y CONVOCATORIA DE SUBVENCIONES, EN RÉGIMEN","voluntariado"
"COENSOMA","G09789934","Asociación/Fundación","1","11273","2026-04-24","COMUNITAT VALENCIANA","Ayudas Programa de incentivos 4 Realización de instalaciones","tercer sector"
"MUGARIK GABE","G48263446","Asociación/Fundación","1","10000","2026-04-24","VITORIA-GASTEIZ","Convocatoria de subvenciones Cooperación al Desarrollo 2026","cooperación al desarrollo"
"BANCO DE ALIMENTOS DE ALBACETE","G02196269","Asociación/Fundación","1","7500","2026-04-24","CASTILLA-LA MANCHA","Resolución de publicación de créditos para 2026, de las subv","inclusión social"
"MOVIMIENTO ASTURIANO POR LA PAZ","G33361155","Asociación/Fundación","2","170966","2026-04-23","PRINCIPADO DE ASTURIAS","Resolución 23 de abril de 2026, de la Consejería de Derechos","voluntariado · cooperación al desarrollo"
"PLATAFORMA DEL VOLUNTARIADO DE ASTURIAS","G52567393","Asociación/Fundación","1","83373","2026-04-23","PRINCIPADO DE ASTURIAS","Resolución 23 de abril de 2026, de la Consejería de Derechos","voluntariado"
"FEDERACIÓN DE CENTROS XUVENIS DON BOSCO DE GALICIA","G15450828","Asociación/Fundación","1","4800","2026-04-23","GALICIA","Orden de 30 de diciembre de 2025  por la que se regulan las ","voluntariado"
"ASOCIACIÓN SUSTINEA","G32422834","Asociación/Fundación","1","4800","2026-04-23","GALICIA","Orden de 30 de diciembre de 2025  por la que se regulan las ","voluntariado"
"ASOC ITÍNERA DE VOLUNTARIOS EN SAÚDE MENTAL","G15983570","Asociación/Fundación","1","4800","2026-04-23","GALICIA","Orden de 30 de diciembre de 2025  por la que se regulan las ","voluntariado"
"ASOCIACIÓN GRUPO SCOUT ILEX","G32466187","Asociación/Fundación","1","4800","2026-04-23","GALICIA","Orden de 30 de diciembre de 2025  por la que se regulan las ","voluntariado"
"CENTRO CULTURAL, ARTÍSTICO Y RECREATIVO DE VALLADARES","G36617082","Asociación/Fundación","1","4800","2026-04-23","GALICIA","Orden de 30 de diciembre de 2025  por la que se regulan las ","voluntariado"
"VALORES INNOVATION","G70377585","Asociación/Fundación","1","4800","2026-04-23","GALICIA","Orden de 30 de diciembre de 2025  por la que se regulan las ","voluntariado"
"ASOC ALTAIR GALIZA","G27439124","Asociación/Fundación","1","4800","2026-04-23","GALICIA","Orden de 30 de diciembre de 2025  por la que se regulan las ","voluntariado"
"ASOCIACIÓN CULTURAL, SOCIAL, DEPORTIVA, LÚDICA, ECOLÓXICA, DA MULLER, DE INCLUSIÓN, DO RURAL, VIVE VILARIÑO","G32504508","Asociación/Fundación","1","4800","2026-04-23","GALICIA","Orden de 30 de diciembre de 2025  por la que se regulan las ","voluntariado"
"ASOCIACIÓN LIMISI","G32302671","Asociación/Fundación","1","4800","2026-04-23","GALICIA","Orden de 30 de diciembre de 2025  por la que se regulan las ","voluntariado"
"ASOC ACCIÓN SOLIDARIA GALICIA (ASDEGAL)","G27727593","Asociación/Fundación","1","4800","2026-04-23","GALICIA","Orden de 30 de diciembre de 2025  por la que se regulan las ","voluntariado"
"ASOCIACIÓN DE FAMILIAS DE PERSONAS CON DISCAPACIDAD PSÍQUICA DE LAS COMARCAS DEL BARBANZA Y NOYA, AMICOS","G15747678","Asociación/Fundación","1","4800","2026-04-23","GALICIA","Orden de 30 de diciembre de 2025  por la que se regulan las ","voluntariado"
"ASOCIACIÓN COMARCAL DE EDUCACIÓN ESPECIAL SANTÍSIMO CRISTO DEL AMOR, ACEESCA","G36021970","Asociación/Fundación","1","4800","2026-04-23","GALICIA","Orden de 30 de diciembre de 2025  por la que se regulan las ","voluntariado"
"ASOCIACIÓN DE PADRES DE PERSONAS CON DISCAPACIDAD INTELECTUAL, ASPAS","G15031537","Asociación/Fundación","1","4800","2026-04-23","GALICIA","Orden de 30 de diciembre de 2025  por la que se regulan las ","voluntariado"
"ASOCIACIÓN CULTURAL SEMENTE CORAL","G22856074","Asociación/Fundación","1","4800","2026-04-23","GALICIA","Orden de 30 de diciembre de 2025  por la que se regulan las ","voluntariado"
"FUNDACIÓN INGADA","G70394374","Asociación/Fundación","1","4800","2026-04-23","GALICIA","Orden de 30 de diciembre de 2025  por la que se regulan las ","voluntariado"
"ASOCIACIÓN CULTURAL, SOCIAL, ECOLÓXICA E ECONÓMICA OS TRES REINOS","G32345274","Asociación/Fundación","1","4800","2026-04-23","GALICIA","Orden de 30 de diciembre de 2025  por la que se regulan las ","voluntariado"
"ASOCIACIÓN DIGNIDAD GALICIA","G15500853","Asociación/Fundación","1","4800","2026-04-23","GALICIA","Orden de 30 de diciembre de 2025  por la que se regulan las ","voluntariado"
"FUNDACIÓN ABRENTE","G70397849","Asociación/Fundación","1","4800","2026-04-23","GALICIA","Orden de 30 de diciembre de 2025  por la que se regulan las ","voluntariado"
"ASOCIACIÓN ÍNTEGRO DAS PERSOAS CON DIVERSIDADE FUNCIONAL DA COSTA DA MORTE","G15173263","Asociación/Fundación","1","4800","2026-04-23","GALICIA","Orden de 30 de diciembre de 2025  por la que se regulan las ","voluntariado"
"FUNDACIÓN EDUARDO PONDAL","G70262951","Asociación/Fundación","1","4800","2026-04-23","GALICIA","Orden de 30 de diciembre de 2025  por la que se regulan las ","voluntariado"
"ASOCIACIÓN XUVENIL AMENCER","G32025405","Asociación/Fundación","1","4320","2026-04-23","GALICIA","Orden de 30 de diciembre de 2025  por la que se regulan las ","voluntariado"
"ACCIÓN FAMILIAR FERROL","G15745466","Asociación/Fundación","1","4130","2026-04-23","GALICIA","Orden de 30 de diciembre de 2025  por la que se regulan las ","voluntariado"
"CLUB DEPORTIVO INCLUSIVO ENKI","G70505276","Asociación/Fundación","1","3980","2026-04-23","GALICIA","Orden de 30 de diciembre de 2025  por la que se regulan las ","voluntariado"
"APAMP, ASOCIACIÓN DE FAMILIAS DE PERSONAS CON PARALISIS CEREBRAL","G36624120","Asociación/Fundación","1","3120","2026-04-23","GALICIA","Orden de 30 de diciembre de 2025  por la que se regulan las ","voluntariado"
"FEDERACIÓN ASDE – SCOUTS DE GALICIA – EXPLORADORES DE GALICIA","G70305008","Asociación/Fundación","1","2900","2026-04-23","GALICIA","Orden de 30 de diciembre de 2025  por la que se regulan las ","voluntariado"
"CENTRO XUVENIL DON BOSCO DE SANTIAGO DE COMPOSTELA","G15071566","Asociación/Fundación","1","2400","2026-04-23","GALICIA","Orden de 30 de diciembre de 2025  por la que se regulan las ","voluntariado"
"CLUB SERENDIPIA","G70923586","Asociación/Fundación","1","2400","2026-04-23","GALICIA","Orden de 30 de diciembre de 2025  por la que se regulan las ","voluntariado"
"ASOCIACIÓN CENTRO XUVENIL ABEIRO","G15456700","Asociación/Fundación","1","2400","2026-04-23","GALICIA","Orden de 30 de diciembre de 2025  por la que se regulan las ","voluntariado"
"ASOCIACIÓN XUVENIL SARAIBA DO MAR","G36324523","Asociación/Fundación","1","2400","2026-04-23","GALICIA","Orden de 30 de diciembre de 2025  por la que se regulan las ","voluntariado"
"ASOCIACIÓN MEDIOAMBIENTAL AMABUL","G15925209","Asociación/Fundación","1","2400","2026-04-23","GALICIA","Orden de 30 de diciembre de 2025  por la que se regulan las ","voluntariado"
"ASOCIACIÓN CULTURAL XUVENIL ATEIBO","G27013309","Asociación/Fundación","1","2000","2026-04-23","GALICIA","Orden de 30 de diciembre de 2025  por la que se regulan las ","voluntariado"
"CENTRO DE DESENVOLVEMENTO RURAL O VISO","G32122376","Asociación/Fundación","1","1700","2026-04-23","GALICIA","Orden de 30 de diciembre de 2025  por la que se regulan las ","voluntariado"
"FEDERACIÓN DE ASOCIACIONES DE MINUSVÁLIDOS FÍSICOS DE LA PROVINCIA DE PONTEVEDRA. FAMFIP (COGAMI-PONTEVEDRA)","G36704195","Asociación/Fundación","1","1200","2026-04-23","GALICIA","Orden de 30 de diciembre de 2025  por la que se regulan las ","voluntariado"
"ASOC AMICA","G39041710","Asociación/Fundación","1","140500","2026-04-22","CANTABRIA","Decreto 22/2026, de 16 de abril, por el que se conceden de f","tercer sector"
"FUNDACIÓN HOSPITALARIAS","R2802790B","Entidad religiosa/social","1","65500","2026-04-22","CANTABRIA","Decreto 22/2026, de 16 de abril, por el que se conceden de f","tercer sector"
"ASOC CONSUELO BERGES DE MUJERES SEPARADA","G39390299","Asociación/Fundación","1","45000","2026-04-22","CANTABRIA","Decreto 22/2026, de 16 de abril, por el que se conceden de f","tercer sector"
"ASOC CIUDADANA CANTABRA ANTI-SIDA","G39329990","Asociación/Fundación","1","34000","2026-04-22","CANTABRIA","Decreto 22/2026, de 16 de abril, por el que se conceden de f","tercer sector"
"ASOC CANTABRA PRO-SALUD MENTAL DE SANTANDER (ASCAS","G39241831","Asociación/Fundación","1","32600","2026-04-22","CANTABRIA","Decreto 22/2026, de 16 de abril, por el que se conceden de f","tercer sector"
"HIJAS DE LA CARIDAD DE SAN VICENTE PAUL - PROV SAN","R3900692I","Entidad religiosa/social","1","31500","2026-04-22","CANTABRIA","Decreto 22/2026, de 16 de abril, por el que se conceden de f","tercer sector"
"ASOC EN DEFENSA DE LA ATENCION DE LA ANOREXIA NERV","G39603055","Asociación/Fundación","1","20500","2026-04-22","CANTABRIA","Decreto 22/2026, de 16 de abril, por el que se conceden de f","tercer sector"
"ASOCIACION BIDEKARIAK","G71502462","Asociación/Fundación","1","20000","2026-04-22","COMUNIDAD FORAL DE NAVARRA","Subvención a la asociación BIDEKARIAK para atención, acogida","economía social"
"COMISIONES OBRERAS DE CASTILLA-LA M","G45080033","Asociación/Fundación","1","477518","2026-04-14","CASTILLA-LA MANCHA","Resolución de 19/12/2025 de la Dirección General de Autónomo","economía social"
"UNION GENERAL DE TRABAJADORES DE C-","G45357753","Asociación/Fundación","1","346535","2026-04-14","CASTILLA-LA MANCHA","Resolución de 19/12/2025 de la Dirección General de Autónomo","economía social"
"ASOCIACION DE EMPRESAS DE ECONOMIA SOCIAL DE NAVARRA-NAFARROAKO GIZARTE EKONOMIAKO ENPRESEN","G31137615","Asociación/Fundación","1","270000","2026-04-14","COMUNIDAD FORAL DE NAVARRA","subvención a ANEL para el cumplimiento de los fines de repre","economía social"
"CSI-CSIF. UNION AUTONOMICA DE C-LM","G79514378","Asociación/Fundación","1","74121","2026-04-14","CASTILLA-LA MANCHA","Resolución de 19/12/2025 de la Dirección General de Autónomo","economía social"
"UNION SINDICAL OBRERA CASTILLA-LA M","G45674371","Asociación/Fundación","1","39331","2026-04-14","CASTILLA-LA MANCHA","Resolución de 19/12/2025 de la Dirección General de Autónomo","economía social"
"SIND.TRAB.IND.COMERCIO -FETICO-CENT","G79960076","Asociación/Fundación","1","29249","2026-04-14","CASTILLA-LA MANCHA","Resolución de 19/12/2025 de la Dirección General de Autónomo","economía social"
"FSIE FEDERAC.SIND.IND.ENSEÑANZA CLM","G45407533","Asociación/Fundación","1","26070","2026-04-14","CASTILLA-LA MANCHA","Resolución de 19/12/2025 de la Dirección General de Autónomo","economía social"
"U.S.A.E.UNION SIND.Y TECNICOS SANIT","G49105620","Asociación/Fundación","1","3088","2026-04-14","CASTILLA-LA MANCHA","Resolución de 19/12/2025 de la Dirección General de Autónomo","economía social"
"FASGA (FEDER. ASOCIAC. SINDICALES)","G28804292","Asociación/Fundación","1","2543","2026-04-14","CASTILLA-LA MANCHA","Resolución de 19/12/2025 de la Dirección General de Autónomo","economía social"
"UNION TRABAJADORES INDEPY LIBRES","G10605053","Asociación/Fundación","1","908","2026-04-14","CASTILLA-LA MANCHA","Resolución de 19/12/2025 de la Dirección General de Autónomo","economía social"
"ASOCIACION CUADRO BANCA","G86938743","Asociación/Fundación","1","636","2026-04-14","CASTILLA-LA MANCHA","Resolución de 19/12/2025 de la Dirección General de Autónomo","economía social"
"COOPERACION VICENCIANA PARA EL DESARROLLO - ACCION MISIONERA VICENCIANA DE ESPAÑA (COVIDE - AMVE)","G81596231","Asociación/Fundación","2","48987","2026-04-13","DIPUTACIÓN PROV. DE A CORUÑA","Programa de subvenciones a entidades sin ánimo de lucro para","cooperación al desarrollo"
"ASOCIACION AMAP - ASOC MUNDIAL PARA AYUDA DE LOS PUEBLOS NECESITADOS","G84985753","Asociación/Fundación","2","37752","2026-04-13","DIPUTACIÓN PROV. DE A CORUÑA","Programa de subvenciones a entidades sin ánimo de lucro para","cooperación al desarrollo"
"REMAR GALICIA","G36786986","Asociación/Fundación","1","31820","2026-04-13","DIPUTACIÓN PROV. DE A CORUÑA","Programa de subvenciones a entidades sin ánimo de lucro para","cooperación al desarrollo"
"SOLIDARIEDADE INTERNACIONAL DE GALICIA","G36833648","Asociación/Fundación","1","31488","2026-04-13","DIPUTACIÓN PROV. DE A CORUÑA","Programa de subvenciones a entidades sin ánimo de lucro para","cooperación al desarrollo"
"ARQUITECTURA SIN FRONTERAS ESPAÑA","G60192614","Asociación/Fundación","1","29952","2026-04-13","DIPUTACIÓN PROV. DE A CORUÑA","Programa de subvenciones a entidades sin ánimo de lucro para","cooperación al desarrollo"
"ASOCIACION EGUEIRE","G70186630","Asociación/Fundación","1","26154","2026-04-13","DIPUTACIÓN PROV. DE A CORUÑA","Programa de subvenciones a entidades sin ánimo de lucro para","cooperación al desarrollo"
"ASOCIACION MIRADAS AL MUNDO","G70167952","Asociación/Fundación","1","25532","2026-04-13","DIPUTACIÓN PROV. DE A CORUÑA","Programa de subvenciones a entidades sin ánimo de lucro para","cooperación al desarrollo"
"FUNDACION SUMMA HUMANITATE","G84657295","Asociación/Fundación","1","23808","2026-04-13","DIPUTACIÓN PROV. DE A CORUÑA","Programa de subvenciones a entidades sin ánimo de lucro para","cooperación al desarrollo"
"HORIZON EXPERIENCES","G05499595","Asociación/Fundación","1","23052","2026-04-13","DIPUTACIÓN PROV. DE A CORUÑA","Programa de subvenciones a entidades sin ánimo de lucro para","cooperación al desarrollo"
"FUNDACION GALICIA INNOVA","G15905839","Asociación/Fundación","1","19360","2026-04-13","DIPUTACIÓN PROV. DE A CORUÑA","Programa de subvenciones a entidades sin ánimo de lucro para","cooperación al desarrollo"
"HERMANDAD DE DONANTES DE SANGRE","G47010020","Asociación/Fundación","1","6000","2026-04-13","VALLADOLID","CONVENIO DE COLABORACION ENTRE EL EXCMO. AYUNTAMIENTO DE VAL","voluntariado"
"INSTITUT D''ECOLOGIA LITORAL","G03460631","Asociación/Fundación","1","90000","2026-04-10","DIPUTACIÓN PROV. DE ALICANTE","Subvención nominativa al Instituto de Ecología Litoral. Volu","voluntariado"
"OCULARIS ASSOCIACIÓ","G65335861","Asociación/Fundación","2","19146","2026-04-01","MARTORELL","CONVENIO DE COLABORACIÓN (EJERCICIO 2026) PMSAPM-OCULARIS AS","cooperación al desarrollo"
"ASAMBLEA DE COOPERACIÓN POR LA PAZ (ACPP)","G80176845","Asociación/Fundación","8","258552","2026-03-31","CASTILLA Y LEÓN","Orden de 22 de diciembre de 2025, de la Consejería de la Pre","voluntariado · cooperación al desarrollo"
"FUNDACIÓN FABRE","G83808063","Asociación/Fundación","3","56250","2026-03-31","CASTILLA Y LEÓN","Orden de 22 de diciembre de 2025, de la Consejería de la Pre","voluntariado · cooperación al desarrollo"
"AMYCOS ORGANIZACIÓN NO GUBERNAMENTAL PARA LA COOPERACIÓN SOLIDARIA","G09310749","Asociación/Fundación","3","28149","2026-03-31","CASTILLA Y LEÓN","Orden de 22 de diciembre de 2025, de la Consejería de la Pre","voluntariado · cooperación al desarrollo"
"ASOCIACIÓN TIERRA SIN MALES","G42161539","Asociación/Fundación","3","15775","2026-03-31","CASTILLA Y LEÓN","Orden de 22 de diciembre de 2025, de la Consejería de la Pre","voluntariado"
"FUNDACION DE AYUDA INTERCAMBIO Y DESARROLLO ACTIVO","G56324197","Asociación/Fundación","2","27725","2026-03-31","CASTILLA Y LEÓN","Orden de 22 de diciembre de 2025, de la Consejería de la Pre","voluntariado · cooperación al desarrollo"
"ASOCIACION GRUPO DEL PERRO DE SALVAMENTO DE   NAVARRA","G31562689","Asociación/Fundación","1","28082","2026-03-31","COMUNIDAD FORAL DE NAVARRA","Subvenciones a entidades de voluntariado con cualificación y","voluntariado"
"ASOCIACION EBYS NAVARRA (EQUIPO DE BUSQUEDA,  SALVAMENTO Y DE PROTECCION DEL MEDIO AMBIENTE","G71082325","Asociación/Fundación","1","13990","2026-03-31","COMUNIDAD FORAL DE NAVARRA","Subvenciones a entidades de voluntariado con cualificación y","voluntariado"
"FUNDACION GAZTELAN","G31546435","Asociación/Fundación","1","3552","2026-03-31","COMUNIDAD FORAL DE NAVARRA","Subvenciones a la creación de nuevas empresas y de nuevos pu","economía social"
"ASOCIACIÓN TREBALL SOLIDARI","G57040404","Asociación/Fundación","1","3350","2026-03-31","CASTILLA Y LEÓN","Orden de 22 de diciembre de 2025, de la Consejería de la Pre","voluntariado"
"REKKO IBERICA","G47774013","Asociación/Fundación","1","2410","2026-03-31","CASTILLA Y LEÓN","Orden de 22 de diciembre de 2025, de la Consejería de la Pre","voluntariado"
"PLATAFORMA ANDALUZA DELVOLUNTARIADO","G92146919","Asociación/Fundación","1","30000","2026-03-30","ANDALUCÍA","Subvención Nominativa 2026, a la Plataforma Andaluza del Vol","voluntariado"
"FEDERACIÓN ENFERMIDADES MENTAIS (FEAFES)","G15545353","Asociación/Fundación","1","9493","2026-03-27","GALICIA","Orde pola que se establecen  bases reguladoras y se convoca ","voluntariado"
"ASOCIACIÓN EN EQUILIBRIO VERDE Y VIOLETA","G01867589","Asociación/Fundación","1","2720","2026-03-27","UNIVERSIDAD DE CASTILLA-LA MANCHA","XII Convocatoria de ayudas para proyectos de cooperación al ","cooperación al desarrollo"
"FUNDACIÓN KIRIRA","G13470935","Asociación/Fundación","1","2652","2026-03-27","UNIVERSIDAD DE CASTILLA-LA MANCHA","XII Convocatoria de ayudas para proyectos de cooperación al ","cooperación al desarrollo"
